obs,source,auth,title,yr_pub,reg,loc,lat_decimal,long_decimal,MAP_mm,precip,soil_type,ox_ult,pH,sand_perc,bnf_input,treat_name,ferttype1,fert1_kgN_ha,ferttype2,fert2_kgN_ha,ferttype3,fert3_kgN_ha,sample_cm,N_in_kg,NO3_kg_seas,NO3_kg_seas_zero_rm,SE,approx_num_measurements,num_replicates,duration_d,irrig_1_0,irrig_in,tropical,org_Nfix_in,split_app,crop,crop_type,pct_sand_0.15m_ISRIC,pct_sand_combined,MAP_mm_global,MAP_mm_combined,water_input_mm
212,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Bakhsh et al. 2010,,2010,,Iowa/U.S.A.,42.936415,-92.57117,,,,,,,,CLCD 04,urea ammonium nitrate,,,,,,120,168,15.1,15.1,,,,240,0,0,0,,,corn,cereal,,,,,
213,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Bakhsh et al. 2010,,2010,,Iowa/U.S.A.,42.936415,-92.57117,,,,,,,,CLCD 05,urea ammonium nitrate,,,,,,120,168,14.1,14.1,,,,240,0,0,0,,,corn,cereal,,,,,
214,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Bakhsh et al. 2010,,2010,,Iowa/U.S.A.,42.936415,-92.57117,,,,,,,,CPSN 01,urea ammonium nitrate,,,,,,120,168,10.3,10.3,,,,240,0,0,0,,,corn,cereal,,,,,
215,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Bakhsh et al. 2010,,2010,,Iowa/U.S.A.,42.936415,-92.57117,,,,,,,,CPSN 02,urea ammonium nitrate,,,,,,120,168,0.4,0.4,,,,240,0,0,0,,,corn,cereal,,,,,
216,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Bakhsh et al. 2010,,2010,,Iowa/U.S.A.,42.936415,-92.57117,,,,,,,,CPSN 03,urea ammonium nitrate,,,,,,120,168,11.2,11.2,,,,240,0,0,0,,,corn,cereal,,,,,
217,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Bakhsh et al. 2010,,2010,,Iowa/U.S.A.,42.936415,-92.57117,,,,,,,,CPSN 04,urea ammonium nitrate,,,,,,120,168,27.5,27.5,,,,240,0,0,0,,,corn,cereal,,,,,
218,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Bakhsh et al. 2010,,2010,,Iowa/U.S.A.,42.936415,-92.57117,,,,,,,,CPSN 05,urea ammonium nitrate,,,,,,120,168,7,7,,,,240,0,0,0,,,corn,cereal,,,,,
219,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Basso and Ritchie 2005,,2005,,Michigan/U.S.A.,42.406221,-85.40113,,,,,,43,,manure,manure,,,,,,210,120,21,21,,,,365,0,0,0,,,maize (Zea mays L.),cereal,,,,,
220,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Basso and Ritchie 2005,,2005,,Michigan/U.S.A.,42.406221,-85.40113,,,,,,43,,compost,compost,,,,,,210,120,56,56,,,,365,0,0,0,,,maize (Zea mays L.),cereal,,,,,
221,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Basso and Ritchie 2005,,2005,,Michigan/U.S.A.,42.406221,-85.40113,,,,,,43,,inorganic fertilizer,urea,,,,,,210,120,28,28,,,,365,0,0,0,,,maize (Zea mays L.),cereal,,,,,
222,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Basso and Ritchie 2005,,2005,,Michigan/U.S.A.,42.406221,-85.40113,,,,,,43,,control,,,,,,,210,0,89,89,,,,365,0,0,0,,,maize (Zea mays L.),cereal,,,,,
223,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Basso and Ritchie 2005,,2005,,Michigan/U.S.A.,42.406221,-85.40113,,,,,,43,,manure,manure,,,,,,210,120,36,36,,,,365,0,0,0,,,maize (Zea mays L.),cereal,,,,,
224,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Basso and Ritchie 2005,,2005,,Michigan/U.S.A.,42.406221,-85.40113,,,,,,43,,compost,compost,,,,,,210,120,35,35,,,,365,0,0,0,,,maize (Zea mays L.),cereal,,,,,
225,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Basso and Ritchie 2005,,2005,,Michigan/U.S.A.,42.406221,-85.40113,,,,,,43,,inorganic fertilizer,urea,,,,,,210,120,38,38,,,,365,0,0,0,,,maize (Zea mays L.),cereal,,,,,
226,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Basso and Ritchie 2005,,2005,,Michigan/U.S.A.,42.406221,-85.40113,,,,,,43,,control,,,,,,,210,0,18,18,,,,365,0,0,0,,,maize (Zea mays L.),cereal,,,,,
227,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Basso and Ritchie 2005,,2005,,Michigan/U.S.A.,42.406221,-85.40113,,,,,,43,,manure,manure,,,,,,210,120,62,62,,,,365,0,0,0,,,maize (Zea mays L.),cereal,,,,,
228,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Basso and Ritchie 2005,,2005,,Michigan/U.S.A.,42.406221,-85.40113,,,,,,43,,compost,compost,,,,,,210,120,27,27,,,,365,0,0,0,,,maize (Zea mays L.),cereal,,,,,
229,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Basso and Ritchie 2005,,2005,,Michigan/U.S.A.,42.406221,-85.40113,,,,,,43,,inorganic fertilizer,urea,,,,,,210,120,38,38,,,,365,0,0,0,,,maize (Zea mays L.),cereal,,,,,
230,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Basso and Ritchie 2005,,2005,,Michigan/U.S.A.,42.406221,-85.40113,,,,,,43,,control,,,,,,,210,0,11,11,,,,365,0,0,0,,,maize (Zea mays L.),cereal,,,,,
231,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Basso and Ritchie 2005,,2005,,Michigan/U.S.A.,42.406221,-85.40113,,,,,,43,,manure,manure,,,,,,210,120,25,25,,,,365,0,0,0,,,maize (Zea mays L.),cereal,,,,,
232,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Basso and Ritchie 2005,,2005,,Michigan/U.S.A.,42.406221,-85.40113,,,,,,43,,compost,compost,,,,,,210,120,38,38,,,,365,0,0,0,,,maize (Zea mays L.),cereal,,,,,
233,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Basso and Ritchie 2005,,2005,,Michigan/U.S.A.,42.406221,-85.40113,,,,,,43,,inorganic fertilizer,urea,,,,,,210,120,35,35,,,,365,0,0,0,,,maize (Zea mays L.),cereal,,,,,
234,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Basso and Ritchie 2005,,2005,,Michigan/U.S.A.,42.406221,-85.40113,,,,,,43,,control,,,,,,,210,0,48,48,,,,365,0,0,0,,,maize (Zea mays L.),cereal,,,,,
235,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Basso and Ritchie 2005,,2005,,Michigan/U.S.A.,42.406221,-85.40113,,,,,,43,,manure,manure,,,,,,210,120,16,16,,,,365,0,0,0,,,maize (Zea mays L.),cereal,,,,,
236,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Basso and Ritchie 2005,,2005,,Michigan/U.S.A.,42.406221,-85.40113,,,,,,43,,compost,compost,,,,,,210,120,27,27,,,,365,0,0,0,,,maize (Zea mays L.),cereal,,,,,
237,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Basso and Ritchie 2005,,2005,,Michigan/U.S.A.,42.406221,-85.40113,,,,,,43,,inorganic fertilizer,urea,,,,,,210,120,15,15,,,,365,0,0,0,,,maize (Zea mays L.),cereal,,,,,
238,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Basso and Ritchie 2005,,2005,,Michigan/U.S.A.,42.406221,-85.40113,,,,,,43,,control,,,,,,,210,0,52,52,,,,365,0,0,0,,,maize (Zea mays L.),cereal,,,,,
239,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Basso and Ritchie 2005,,2005,,Michigan/U.S.A.,42.406221,-85.40113,,,,,,43,,manure,manure,,,,,,210,120,29,29,,,,365,0,0,0,,,maize (Zea mays L.),cereal,,,,,
240,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Basso and Ritchie 2005,,2005,,Michigan/U.S.A.,42.406221,-85.40113,,,,,,43,,compost,compost,,,,,,210,120,59,59,,,,365,0,0,0,,,maize (Zea mays L.),cereal,,,,,
241,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Basso and Ritchie 2005,,2005,,Michigan/U.S.A.,42.406221,-85.40113,,,,,,43,,inorganic fertilizer,urea,,,,,,210,120,78,78,,,,365,0,0,0,,,maize (Zea mays L.),cereal,,,,,
242,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Basso and Ritchie 2005,,2005,,Michigan/U.S.A.,42.406221,-85.40113,,,,,,43,,control,,,,,,,210,0,74,74,,,,365,0,0,0,,,maize (Zea mays L.),cereal,,,,,
243,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Catt et al. 1998,,1998,,Brimstone/UK,51.65,-1.63333333,,,,,,5,,7_9_88,,,,,,,90,100,9.28,9.28,,,,365,0,0,0,,,"white mustard, spring wheat",cereal,,,,,
244,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Catt et al. 1998,,1998,,Brimstone/UK,51.65,-1.63333333,,,,,,5,,7_9_89,,,,,,,90,150,31.83,31.83,,,,365,0,0,0,,,winter barley,cereal,,,,,
245,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Catt et al. 1998,,1998,,Brimstone/UK,51.65,-1.63333333,,,,,,5,,7_9_90,,,,,,,90,0,44.91,44.91,,,,365,0,0,0,,,"winter fallow, string beans",other,,,,,
246,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Catt et al. 1998,,1998,,Brimstone/UK,51.65,-1.63333333,,,,,,5,,7_9_91,,,,,,,90,122,39,39,,,,365,0,0,0,,,winter barley,cereal,,,,,
247,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Catt et al. 1998,,1998,,Brimstone/UK,51.65,-1.63333333,,,,,,5,,7_9_92,,,,,,,90,0,13.11,13.11,,,,365,0,0,0,,,"winter fallow, spring oats",cereal,,,,,
248,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Catt et al. 1998,,1998,,Brimstone/UK,51.65,-1.63333333,,,,,,5,,5_16_88,,,,,,,90,100,25.43,25.43,,,,365,0,0,0,,,"winter fallow, spring wheat",cereal,,,,,
249,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Catt et al. 1998,,1998,,Brimstone/UK,51.65,-1.63333333,,,,,,5,,5_16_89,,,,,,,90,150,20.28,20.28,,,,365,0,0,0,,,winter barley,cereal,,,,,
250,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Catt et al. 1998,,1998,,Brimstone/UK,51.65,-1.63333333,,,,,,5,,5_16_90,,,,,,,90,0,30.86,30.86,,,,365,0,0,0,,,"forage rape, spring beans",other,,,,,
251,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Catt et al. 1998,,1998,,Brimstone/UK,51.65,-1.63333333,,,,,,5,,5_16_91,,,,,,,90,122,39.25,39.25,,,,365,0,0,0,,,winter barley,cereal,,,,,
252,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Catt et al. 1998,,1998,,Brimstone/UK,51.65,-1.63333333,,,,,,5,,5_16_92,,,,,,,90,0,14.73,14.73,,,,365,0,0,0,,,"winter fallow, spring oats",cereal,,,,,
253,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Catt et al. 1998,,1998,,Brimstone/UK,51.65,-1.63333333,,,,,,5,,10_20_88,,,,,,,90,100,7.32,7.32,,,,365,0,0,0,,,winter oats,cereal,,,,,
254,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Catt et al. 1998,,1998,,Brimstone/UK,51.65,-1.63333333,,,,,,5,,10_20_89,,,,,,,90,150,10.78,10.78,,,,365,0,0,0,,,winter wheat,cereal,,,,,
255,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Catt et al. 1998,,1998,,Brimstone/UK,51.65,-1.63333333,,,,,,5,,10_20_90,,,,,,,90,0,13.44,13.44,,,,365,0,0,0,,,wheat,cereal,,,,,
256,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Catt et al. 1998,,1998,,Brimstone/UK,51.65,-1.63333333,,,,,,5,,10_20_91,,,,,,,90,122,39,39,,,,365,0,0,0,,,winter barley,cereal,,,,,
257,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Catt et al. 1998,,1998,,Brimstone/UK,51.65,-1.63333333,,,,,,5,,10_20_92,,,,,,,90,0,7.82,7.82,,,,365,0,0,0,,,"winter fallow, spring oats",cereal,,,,,
258,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Catt et al. 1998,,1998,,Brimstone/UK,51.65,-1.63333333,,,,,,5,,1_15_88,,,,,,,90,100,6.35,6.35,,,,365,0,0,0,,,grass,pasture,,,,,
259,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Catt et al. 1998,,1998,,Brimstone/UK,51.65,-1.63333333,,,,,,5,,1_15_89,,,,,,,90,150,1.85,1.85,,,,365,0,0,0,,,grass,pasture,,,,,
260,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Catt et al. 1998,,1998,,Brimstone/UK,51.65,-1.63333333,,,,,,5,,1_15_90,,,,,,,90,0,0.84,0.84,,,,365,0,0,0,,,grass,pasture,,,,,
261,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Catt et al. 1998,,1998,,Brimstone/UK,51.65,-1.63333333,,,,,,5,,1_15_91,,,,,,,90,122,4.35,4.35,,,,365,0,0,0,,,winter barley,cereal,,,,,
262,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Catt et al. 1998,,1998,,Brimstone/UK,51.65,-1.63333333,,,,,,5,,1_15_92,,,,,,,90,0,9.2,9.2,,,,365,0,0,0,,,"winter gallow, spring oats",cereal,,,,,
263,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Catt et al. 1998,,1998,,Brimstone/UK,51.65,-1.63333333,,,,,,5,,7_9_88,,,,,,,90,100,11.82,11.82,,,,365,0,0,0,,,"white mustard, spring wheat",cereal,,,,,
264,"Zhou, Minghua, and Klaus Butterbach-Bahl. “Assessment of Nitrate Leaching Loss on a Yield-Scaled Basis from Maize and Wheat Cropping Systems.” Plant and Soil 374, no. 1–2 (January 1, 2014): 977–91. https://doi.org/10.1007/s11104-013-1876-9.
",Catt et al. 1998,,1998,,Brimstone/UK,51.65,-1.63333333,,,,,,5,,7_9_89,,,,,,,90,150,27.3,27.3,,,,365,0,0,0,,,winter barley,cereal,,,,,
