obs,source,auth,title,yr_pub,reg,loc,lat_decimal,long_decimal,MAP_mm,soil_type,ox_ult,pH,clay_perc,silt_perc,sand_perc,bnf_input,trt_name,ferttype1,fert1_kgN_ha,ferttype2,fert2_kgN_ha,ferttype3,fert3_kgN_ha,split_app,org_Nfix_in,irrig_1_0,crop,crop_type,N2O_kg_seas,N2O_kg_seas_zero.rm,SE,approx_num_measurements,num_replicates,duration_d,tropical,N_in_kg,pct_sand_0.05m_extract,pct_sand_combined,MAP_mm_global,MAP_mm_combined
264,this study,"Lourenco, Kesia S.; Dimitrov, Mauricio R.; Pijl, Agata; Soares, Johnny R.; do Carmo, Janaina B.; van Veen, Johannes A.; Cantarella, Heitor; Kuramae, Eiko E.",Dominance of bacterial ammonium oxidizers and fungal denitrifiers in the complex nitrogen cycle pathways related to nitrous oxide emission,2018,SCA,"Piracicaba, Brazil",-22.683642,-47.646394,1390,Oxisol ,1,5.95,61.9,14.5,23.6,,CV+N  RS,vinasse,48,ammonium nitrate,100,,,1,1,1,sugarcane,other,1.3296776,1.3296776,,42,3,90,1,200,,23.6,,1390
265,this study,"Lourenco, Kesia S.; Dimitrov, Mauricio R.; Pijl, Agata; Soares, Johnny R.; do Carmo, Janaina B.; van Veen, Johannes A.; Cantarella, Heitor; Kuramae, Eiko E.",Dominance of bacterial ammonium oxidizers and fungal denitrifiers in the complex nitrogen cycle pathways related to nitrous oxide emission,2018,SCA,"Piracicaba, Brazil",-22.683642,-47.646394,1390,Oxisol ,1,5.95,61.9,14.5,23.6,,N DS,ammonium nitrate,100,,,,,0,1,1,sugarcane,other,0.9284362,0.9284362,,42,3,90,1,51,,23.6,,1390
266,this study,"Lourenco, Kesia S.; Dimitrov, Mauricio R.; Pijl, Agata; Soares, Johnny R.; do Carmo, Janaina B.; van Veen, Johannes A.; Cantarella, Heitor; Kuramae, Eiko E.",Dominance of bacterial ammonium oxidizers and fungal denitrifiers in the complex nitrogen cycle pathways related to nitrous oxide emission,2018,SCA,"Piracicaba, Brazil",-22.683642,-47.646394,1390,Oxisol ,1,5.95,61.9,14.5,23.6,,Vb DS,vinasse,51,,,,,0,1,1,sugarcane,other,1.3920622,1.3920622,,42,3,90,1,51,,23.6,,1390
267,this study,"Lourenco, Kesia S.; Dimitrov, Mauricio R.; Pijl, Agata; Soares, Johnny R.; do Carmo, Janaina B.; van Veen, Johannes A.; Cantarella, Heitor; Kuramae, Eiko E.",Dominance of bacterial ammonium oxidizers and fungal denitrifiers in the complex nitrogen cycle pathways related to nitrous oxide emission,2018,SCA,"Piracicaba, Brazil",-22.683642,-47.646394,1390,Oxisol ,1,5.95,61.9,14.5,23.6,,CVb DS,vinasse,30,,,,,0,1,1,sugarcane,other,0.34162148,0.34162148,,42,3,90,1,30,,23.6,,1390
268,this study,"Lourenco, Kesia S.; Dimitrov, Mauricio R.; Pijl, Agata; Soares, Johnny R.; do Carmo, Janaina B.; van Veen, Johannes A.; Cantarella, Heitor; Kuramae, Eiko E.",Dominance of bacterial ammonium oxidizers and fungal denitrifiers in the complex nitrogen cycle pathways related to nitrous oxide emission,2018,SCA,"Piracicaba, Brazil",-22.683642,-47.646394,1390,Oxisol ,1,5.95,61.9,14.5,23.6,,V+Nb DS,vinasse,51,ammonium nitrate,100,,,1,1,1,sugarcane,other,1.247969,1.247969,,42,3,90,1,151,,23.6,,1390
269,this study,"Lourenco, Kesia S.; Dimitrov, Mauricio R.; Pijl, Agata; Soares, Johnny R.; do Carmo, Janaina B.; van Veen, Johannes A.; Cantarella, Heitor; Kuramae, Eiko E.",Dominance of bacterial ammonium oxidizers and fungal denitrifiers in the complex nitrogen cycle pathways related to nitrous oxide emission,2018,SCA,"Piracicaba, Brazil",-22.683642,-47.646394,1390,Oxisol ,1,5.95,61.9,14.5,23.6,,CV+Nb DS,vinasse,30,ammonium nitrate,100,,,1,1,1,sugarcane,other,1.0127651,1.0127651,,42,3,90,1,130,,23.6,,1390
270,this study,"Lourenco, Kesia S.; Dimitrov, Mauricio R.; Pijl, Agata; Soares, Johnny R.; do Carmo, Janaina B.; van Veen, Johannes A.; Cantarella, Heitor; Kuramae, Eiko E.",Dominance of bacterial ammonium oxidizers and fungal denitrifiers in the complex nitrogen cycle pathways related to nitrous oxide emission,2018,SCA,"Piracicaba, Brazil",-22.683642,-47.646394,1390,Oxisol ,1,5.95,61.9,14.5,23.6,,V DS,vinasse,89,,,,,0,1,1,sugarcane,other,2.3150517,2.3150517,,42,3,90,1,89,,23.6,,1390
271,this study,"Lourenco, Kesia S.; Dimitrov, Mauricio R.; Pijl, Agata; Soares, Johnny R.; do Carmo, Janaina B.; van Veen, Johannes A.; Cantarella, Heitor; Kuramae, Eiko E.",Dominance of bacterial ammonium oxidizers and fungal denitrifiers in the complex nitrogen cycle pathways related to nitrous oxide emission,2018,SCA,"Piracicaba, Brazil",-22.683642,-47.646394,1390,Oxisol ,1,5.95,61.9,14.5,23.6,,CV DS,vinasse,52,,,,,0,1,1,sugarcane,other,6.389256,6.389256,,42,3,90,1,52,,23.6,,1390
272,this study,"Lourenco, Kesia S.; Dimitrov, Mauricio R.; Pijl, Agata; Soares, Johnny R.; do Carmo, Janaina B.; van Veen, Johannes A.; Cantarella, Heitor; Kuramae, Eiko E.",Dominance of bacterial ammonium oxidizers and fungal denitrifiers in the complex nitrogen cycle pathways related to nitrous oxide emission,2018,SCA,"Piracicaba, Brazil",-22.683642,-47.646394,1390,Oxisol ,1,5.95,61.9,14.5,23.6,,V+N  DS,vinasse,89,ammonium nitrate,100,,,1,1,1,sugarcane,other,1.4954013,1.4954013,,42,3,90,1,189,,23.6,,1390
273,this study,"Lourenco, Kesia S.; Dimitrov, Mauricio R.; Pijl, Agata; Soares, Johnny R.; do Carmo, Janaina B.; van Veen, Johannes A.; Cantarella, Heitor; Kuramae, Eiko E.",Dominance of bacterial ammonium oxidizers and fungal denitrifiers in the complex nitrogen cycle pathways related to nitrous oxide emission,2018,SCA,"Piracicaba, Brazil",-22.683642,-47.646394,1390,Oxisol ,1,5.95,61.9,14.5,23.6,,CV+N  DS,vinasse,52,ammonium nitrate,100,,,1,1,1,sugarcane,other,2.471395,2.471395,,42,3,90,1,152,,23.6,,1390
274,this study,"Ly, P; Jensen, LS; Bruun, TB; de Neergaard, A",Methane (CH4) and nitrous oxide (N2O) emissions from the system of rice intensification (SRI) under a rain-fed lowland rice ecosystem in Cambodia,2013,A,"Tasuon, Cambodia",11.06074722,104.5812167,1487,Plinthustalfs,0,4.05,7,15,78,,Mineral Fertilizers,urea and NPK (20%/20%/15%),150,,,,,1,0,1,flooded rice,CF rice,0,0.003,,21,3,75,1,150,57,78,2135,1487
275,this study,"Ly, P; Jensen, LS; Bruun, TB; de Neergaard, A",Methane (CH4) and nitrous oxide (N2O) emissions from the system of rice intensification (SRI) under a rain-fed lowland rice ecosystem in Cambodia,2013,A,"Tasuon, Cambodia",11.06074722,104.5812167,1487,Plinthustalfs,0,4.05,7,15,78,,Farmyard Manure + Mineral Fertilizers,,37.4,urea and NPK (20%/20%/15%),150,,,1,1,1,flooded rice,CF rice,0,0.003,,21,3,75,1,187.4,57,78,2135,1487
276,this study,"Ly, P; Jensen, LS; Bruun, TB; de Neergaard, A",Methane (CH4) and nitrous oxide (N2O) emissions from the system of rice intensification (SRI) under a rain-fed lowland rice ecosystem in Cambodia,2013,A,"Tasuon, Cambodia",11.06074722,104.5812167,1487,Plinthustalfs,0,4.05,7,15,78,,Farmyard Manure,,37.4,,,,,0,1,1,flooded rice,CF rice,0,0.003,,21,3,75,1,37.4,57,78,2135,1487
277,this study,"Ly, P; Jensen, LS; Bruun, TB; de Neergaard, A",Methane (CH4) and nitrous oxide (N2O) emissions from the system of rice intensification (SRI) under a rain-fed lowland rice ecosystem in Cambodia,2013,A,"Tasuon, Cambodia",11.06074722,104.5812167,1487,Plinthustalfs,0,4.05,7,15,78,,Mineral Fertilizers,urea and NPK (20%/20%/15%),150,,,,,1,0,1,flooded rice,CF rice,0,0.003,,21,3,75,1,150,57,78,2135,1487
278,this study,"Ly, P; Jensen, LS; Bruun, TB; de Neergaard, A",Methane (CH4) and nitrous oxide (N2O) emissions from the system of rice intensification (SRI) under a rain-fed lowland rice ecosystem in Cambodia,2013,A,"Tasuon, Cambodia",11.06074722,104.5812167,1487,Plinthustalfs,0,4.05,7,15,78,,Farmyard Manure + Mineral Fertilizers,,37.4,urea and NPK (20%/20%/15%),150,,,1,1,1,flooded rice,CF rice,0,0.003,,21,3,75,1,187.4,57,78,2135,1487
279,this study,"Ly, P; Jensen, LS; Bruun, TB; de Neergaard, A",Methane (CH4) and nitrous oxide (N2O) emissions from the system of rice intensification (SRI) under a rain-fed lowland rice ecosystem in Cambodia,2013,A,"Tasuon, Cambodia",11.06074722,104.5812167,1487,Plinthustalfs,0,4.05,7,15,78,,Farmyard Manure,,37.4,,,,,0,1,1,flooded rice,CF rice,0,0.003,,21,3,75,1,37.4,57,78,2135,1487
280,this study,"Marquina, S; Donoso, L; Perez, T; Gil, J; Sanhueza, E",Losses of NO and N2O emissions from Venezuelan and other worldwide tropical N-fertilized soils,,SCA,"GuÃ¡rico, Venezuela",8.883333333,-67.31666667,,,,5,13,16,71,,guarico sandy corn t-91,ammonium,56,urea,70,,,0,0,0,,cereal,0.378,0.378,,87,3,51,1,126,51,71,1381,1381
281,this study,"Marquina, S; Donoso, L; Perez, T; Gil, J; Sanhueza, E",Losses of NO and N2O emissions from Venezuelan and other worldwide tropical N-fertilized soils,,SCA,"GuÃ¡rico, Venezuela",8.883333333,-67.31666667,,,,5,13,16,71,,guarico sandy pasture t-91,ammonium,173.6,,,,,0,0,0,,pasture,0.19096,0.19096,,87,3,51,1,173.6,51,71,1381,1381
282,this study,"Marquina, S; Donoso, L; Perez, T; Gil, J; Sanhueza, E",Losses of NO and N2O emissions from Venezuelan and other worldwide tropical N-fertilized soils,,SCA,"GuÃ¡rico, Venezuela",8.883333333,-67.31666667,,,,5,13,16,71,,guarico sandy corn t-92,ammonium,58,urea,70,,,0,0,0,,cereal,3.328,3.328,,87,3,74,1,128,51,71,1381,1381
283,this study,"Marquina, S; Donoso, L; Perez, T; Gil, J; Sanhueza, E",Losses of NO and N2O emissions from Venezuelan and other worldwide tropical N-fertilized soils,,SCA,"GuÃ¡rico, Venezuela",8.883333333,-67.31666667,,,,5,13,16,71,,guarico sandy sorghum t-92,ammonium,60,urea,70,,,0,0,0,,cereal,1.183,1.183,,87,3,74,1,130,51,71,1381,1381
284,this study,"Marquina, S; Donoso, L; Perez, T; Gil, J; Sanhueza, E",Losses of NO and N2O emissions from Venezuelan and other worldwide tropical N-fertilized soils,,SCA,"GuÃ¡rico, Venezuela",8.883333333,-67.31666667,,,,5,13,16,71,,guarico sandy corn t-94,ammonium,54,,,,,0,0,0,,cereal,0.3456,0.3456,,87,3,66,1,54,51,71,1381,1381
285,this study,"Marquina, S; Donoso, L; Perez, T; Gil, J; Sanhueza, E",Losses of NO and N2O emissions from Venezuelan and other worldwide tropical N-fertilized soils,,SCA,"GuÃ¡rico, Venezuela",8.883333333,-67.31666667,,,,5,13,16,71,,guarico sandy sorghum t-94,ammonium,60,,,,,0,0,0,,cereal,0.276,0.276,,87,3,66,1,60,51,71,1381,1381
286,this study,"Marquina, S; Donoso, L; Perez, T; Gil, J; Sanhueza, E",Losses of NO and N2O emissions from Venezuelan and other worldwide tropical N-fertilized soils,,SCA,"GuÃ¡rico, Venezuela",9.383333333,-66.63333333,,vertisol,0,6,48,29,23,,guarico clayey corn nt-05,ammonium,54,ammonium nitrate,58,,,0,0,0,,cereal,4.256,4.256,,87,3,38,1,112,36,23,1268,1268
287,this study,"Marquina, S; Donoso, L; Perez, T; Gil, J; Sanhueza, E",Losses of NO and N2O emissions from Venezuelan and other worldwide tropical N-fertilized soils,,SCA,"GuÃ¡rico, Venezuela",9.383333333,-66.63333333,,vertisol,0,6,48,29,23,,guarico clayey corn t-06,ammonium,65,ammonium nitrate,58,,,0,0,0,,cereal,4.182,4.182,,87,3,59,1,123,36,23,1268,1268
288,this study,"Marquina, S; Donoso, L; Perez, T; Gil, J; Sanhueza, E",Losses of NO and N2O emissions from Venezuelan and other worldwide tropical N-fertilized soils,,SCA,"GuÃ¡rico, Venezuela",9.383333333,-66.63333333,,vertisol,0,6,48,29,23,,guarico clayey corn nt-06,ammonium,56,ammonium nitrate,58,,,0,0,0,,cereal,6.954,6.954,,87,3,59,1,114,36,23,1268,1268
289,this study,"Marquina, S; Donoso, L; Perez, T; Gil, J; Sanhueza, E",Losses of NO and N2O emissions from Venezuelan and other worldwide tropical N-fertilized soils,,SCA,"Portuguesa, Venezuela",8.866006,-69.052664,,,,8,14,56,30,,portuguesa loamy corn t-07,ammonium,30,urea,92,,,0,0,0,,cereal,0.976,0.976,,87,3,58,1,122,46,30,1706,1706
290,this study,"Marquina, S; Donoso, L; Perez, T; Gil, J; Sanhueza, E",Losses of NO and N2O emissions from Venezuelan and other worldwide tropical N-fertilized soils,,SCA,"Portuguesa, Venezuela",8.866006,-69.052664,,,,8,14,56,30,,portuguesa loamy corn nt-07,ammonium,30,urea,92,,,0,0,0,,cereal,2.562,2.562,,87,3,58,1,122,46,30,1706,1706
291,this study,"Martins, MR; Jantalia, CP; Polidoro, JC; Batista, JN; Alves, BJR; Boddey, RM; Urquiaga, S",Nitrous oxide and ammonia emissions from N fertilization of maize crop under no-till in a Cerrado soil,2015,SCA,"Luis Eduardo Magalhaes, Bahia, Brazil",-12,-46.05,1473,Oxisol,1,5.2,21.4,4.9,73.7,,regular urea,ammonium sulfate,40,urea,120,,,0,0,0,,cereal,0.81,0.81,0.13,44,12,270,1,160,51,73.7,1485,1473
292,this study,"Martins, MR; Jantalia, CP; Polidoro, JC; Batista, JN; Alves, BJR; Boddey, RM; Urquiaga, S",Nitrous oxide and ammonia emissions from N fertilization of maize crop under no-till in a Cerrado soil,2015,SCA,"Luis Eduardo Magalhaes, Bahia, Brazil",-12,-46.05,1473,Oxisol,1,5.2,21.4,4.9,73.7,,urea granulated with powdered zeolite in mass proportion of 4:1 urea:zeolite,ammonium sulfate,40,urea and zeolite,120,,,0,0,0,,cereal,0.97,0.97,0.04,44,12,270,1,160,51,73.7,1485,1473
293,this study,"Martins, MR; Jantalia, CP; Polidoro, JC; Batista, JN; Alves, BJR; Boddey, RM; Urquiaga, S",Nitrous oxide and ammonia emissions from N fertilization of maize crop under no-till in a Cerrado soil,2015,SCA,"Luis Eduardo Magalhaes, Bahia, Brazil",-12,-46.05,1473,Oxisol,1,5.2,21.4,4.9,73.7,,calcium nitrate,ammonium sulfate,40,calcium nitrate,120,,,0,0,0,,cereal,1.02,1.02,0.14,44,12,270,1,160,51,73.7,1485,1473
294,this study,"Martins, MR; Jantalia, CP; Polidoro, JC; Batista, JN; Alves, BJR; Boddey, RM; Urquiaga, S",Nitrous oxide and ammonia emissions from N fertilization of maize crop under no-till in a Cerrado soil,2015,SCA,"Luis Eduardo Magalhaes, Bahia, Brazil",-12,-46.05,1473,Oxisol,1,5.2,21.4,4.9,73.7,,ammonium sulfate,ammonium sulfate,40,ammonium sulfate,120,,,0,0,0,,cereal,1.13,1.13,0.14,44,12,270,1,160,51,73.7,1485,1473
295,this study,"Martins, MR; Jantalia, CP; Polidoro, JC; Batista, JN; Alves, BJR; Boddey, RM; Urquiaga, S",Nitrous oxide and ammonia emissions from N fertilization of maize crop under no-till in a Cerrado soil,2015,SCA,"Luis Eduardo Magalhaes, Bahia, Brazil",-12,-46.05,1473,Oxisol,1,5.2,21.4,4.9,73.7,,control  ,,0,,,,,0,0,0,,cereal,0.64,0.64,0.04,44,12,270,1,0,51,73.7,1485,1473
296,this study,"Martins, MR; Sant'Anna, SAC; Zaman, M; Santos, RC; Monteiro, RC; Alves, BJR; Jantalia, CP; Boddey, RM; Urquiaga, S","Strategies for the use of urease and nitrification inhibitors with urea: Impact on N2O and NH3 emissions, fertilizer-N-15 recovery and maize yield in a tropical soil",2017,SCA,"Seropédica, RJ, Brazil",-22.75,-43.666667,1300,Haplic Acrisol,1,6.1,21,11,68,,urea/urea,urea,150,,,,,1,0,1,maize,cereal,6,6,1,53,5,220,1,412,,68,,
297,this study,"Martins, MR; Sant'Anna, SAC; Zaman, M; Santos, RC; Monteiro, RC; Alves, BJR; Jantalia, CP; Boddey, RM; Urquiaga, S","Strategies for the use of urease and nitrification inhibitors with urea: Impact on N2O and NH3 emissions, fertilizer-N-15 recovery and maize yield in a tropical soil",2017,SCA,"Seropédica, RJ, Brazil",-22.75,-43.666667,1300,Haplic Acrisol,1,6.1,21,11,68,,urea + np/urea,urea,150,,,,,1,0,1,maize,cereal,3.7,3.7,0.6,53,5,220,1,150,,68,,
298,this study,"Martins, MR; Sant'Anna, SAC; Zaman, M; Santos, RC; Monteiro, RC; Alves, BJR; Jantalia, CP; Boddey, RM; Urquiaga, S","Strategies for the use of urease and nitrification inhibitors with urea: Impact on N2O and NH3 emissions, fertilizer-N-15 recovery and maize yield in a tropical soil",2017,SCA,"Seropédica, RJ, Brazil",-22.75,-43.666667,1300,Haplic Acrisol,1,6.1,21,11,68,,urea/ureia + NBPT,urea,150,,,,,1,0,1,maize,cereal,7,7,0.9,53,5,220,1,150,,68,,
299,this study,"Martins, MR; Sant'Anna, SAC; Zaman, M; Santos, RC; Monteiro, RC; Alves, BJR; Jantalia, CP; Boddey, RM; Urquiaga, S","Strategies for the use of urease and nitrification inhibitors with urea: Impact on N2O and NH3 emissions, fertilizer-N-15 recovery and maize yield in a tropical soil",2017,SCA,"Seropédica, RJ, Brazil",-22.75,-43.666667,1300,Haplic Acrisol,1,6.1,21,11,68,,urea + np/urea + NBPT,urea,150,,,,,1,0,1,maize,cereal,4.5,4.5,0.8,53,5,220,1,150,,68,,
300,this study,"Martins, MR; Sant'Anna, SAC; Zaman, M; Santos, RC; Monteiro, RC; Alves, BJR; Jantalia, CP; Boddey, RM; Urquiaga, S","Strategies for the use of urease and nitrification inhibitors with urea: Impact on N2O and NH3 emissions, fertilizer-N-15 recovery and maize yield in a tropical soil",2017,SCA,"Seropédica, RJ, Brazil",-22.75,-43.666667,1300,Haplic Acrisol,1,6.1,21,11,68,,control,,0,,,,,0,0,1,maize,cereal,1.7,1.7,0.2,53,5,220,1,150,,68,,
301,this study,"Masaka, J; Nyamangara, J; Wuta, M",Nitrous oxide emissions from wetland soil amended with inorganic and organic fertilizers,2014,SSA,central Zimbabwe,-19.28333333,29.35,725,Gleyic Luvisol,0,5.5,10,5,85,,tomato 100,ammonium nitrate,100,cattle manure,204,,,1,1,0,sugarcane,other,0.6,0.6,,7,20,98,1,304,82,85,638,725
302,this study,"Masaka, J; Nyamangara, J; Wuta, M",Nitrous oxide emissions from wetland soil amended with inorganic and organic fertilizers,2014,SSA,central Zimbabwe,-19.28333333,29.35,725,Gleyic Luvisol,0,5.5,10,5,85,,rape 100,ammonium nitrate,100,cattle manure,204,,,1,1,0,sugarcane,other,0.98,0.98,,6,20,84,1,304,82,85,638,725
303,this study,"Masaka, J; Nyamangara, J; Wuta, M",Nitrous oxide emissions from wetland soil amended with inorganic and organic fertilizers,2014,SSA,central Zimbabwe,-19.28333333,29.35,725,Gleyic Luvisol,0,5.5,10,5,85,,tomato 200,ammonium nitrate,200,cattle manure,408,,,1,1,0,sugarcane,other,0.77,0.77,,7,20,98,1,608,82,85,638,725
304,this study,"Masaka, J; Nyamangara, J; Wuta, M",Nitrous oxide emissions from wetland soil amended with inorganic and organic fertilizers,2014,SSA,central Zimbabwe,-19.28333333,29.35,725,Gleyic Luvisol,0,5.5,10,5,85,,rape 200,ammonium nitrate,200,cattle manure,408,,,1,1,0,sugarcane,other,1.31,1.31,,6,20,84,1,608,82,85,638,725
305,this study,"Meghan N. Pawlowski1â˜¯, Susan E. Crow1â˜¯*, Manyowa N. Meki2, James R. Kiniry3, Andrew D. Taylor4, Richard Ogoshi5, Adel Youkhana5, Mae Nakahata",Field-Based Estimates of Global Warming Potential in Bioenergy Systems of Hawaii: Crop Choice and Deficit Irrigation,2017,O,"Maui, Hawaii",20.89,-156.41,,typic eutrotorrox,0,,,,,,napiergrass,urea,345,,,,,0,0,1,,other,6.79,6.79,,24,6,365,1,345,27,27,NA,NA
306,this study,"Metay, A; Oliver, R; Scopel, E; Douzet, JM; Alves Moreira, JA; Maraux, F; Feigl, BJ; Feller, C","N2O and CH4 emissions from soils under conventional and no-till management practices in Goiania (Cerrados, Brazil)",2007,SCA,"Goiania, Brazil",-16.502698,-49.281874,1500,oxisol,1,,,,,,OFF,ammonium sulfate,114,,,,,0,0,0,,cereal,0.0353,0.0353,,384,12,120,1,114,50,50,1552,1500
307,this study,"Metay, A; Oliver, R; Scopel, E; Douzet, JM; Alves Moreira, JA; Maraux, F; Feigl, BJ; Feller, C","N2O and CH4 emissions from soils under conventional and no-till management practices in Goiania (Cerrados, Brazil)",2007,SCA,"Goiania, Brazil",-16.502698,-49.281874,1500,oxisol,1,,,,,,DMC,ammonium sulfate,114,,,,,0,0,0,,cereal,0.0307,0.0307,,384,12,120,1,114,50,50,1552,1500
308,this study,"Millar, N; Ndufa, JK; Cadisch, G; Baggs, EM",Nitrous oxide emissions following incorporation of improved-fallow residues in the humid tropics,2004,SSA,"Nyabeda, Kenya",0.116666667,34.4,1800,Eutrodox OXISOL,1,5.9,20,55,25,,Experiment 1: Sesbania fallow,crop residue: Sesbania sesban,104.507712,,,,,0,1,0,fallow,fallow,1.94,1.94,0.558,12,8,84,1,104.507712,37,25,1291,1800
309,this study,"Millar, N; Ndufa, JK; Cadisch, G; Baggs, EM",Nitrous oxide emissions following incorporation of improved-fallow residues in the humid tropics,2004,SSA,"Nyabeda, Kenya",0.116666667,34.4,1800,Eutrodox OXISOL,1,5.9,20,55,25,,Experiment 1: Sesbania/Macroptilium fallow,crop residue: Sesbania/Macroptilium mix,194.681901,,,,,0,1,0,fallow,fallow,4.125,4.125,0.676,12,8,84,1,194.681901,37,25,1291,1800
310,this study,"Millar, N; Ndufa, JK; Cadisch, G; Baggs, EM",Nitrous oxide emissions following incorporation of improved-fallow residues in the humid tropics,2004,SSA,"Nyabeda, Kenya",0.116666667,34.4,1800,Eutrodox OXISOL,1,5.9,20,55,25,,Experiment 1: Crotalaria fallow,crop residue: Crotalaria grahamiana,260.8156875,,,,,0,1,0,fallow,fallow,1.864,1.864,0.388,12,8,84,1,260.8156875,37,25,1291,1800
311,this study,"Millar, N; Ndufa, JK; Cadisch, G; Baggs, EM",Nitrous oxide emissions following incorporation of improved-fallow residues in the humid tropics,2004,SSA,"Nyabeda, Kenya",0.116666667,34.4,1800,Eutrodox OXISOL,1,5.9,20,55,25,,Experiment 1: Macroptilium fallow,crop residue: Macroptilium artropurpureum,326.5866,,,,,0,1,0,fallow,fallow,1.628,1.628,0.455,12,8,84,1,326.5866,37,25,1291,1800
312,this study,"Millar, N; Ndufa, JK; Cadisch, G; Baggs, EM",Nitrous oxide emissions following incorporation of improved-fallow residues in the humid tropics,2004,SSA,"Nyabeda, Kenya",0.116666667,34.4,1800,Eutrodox OXISOL,1,5.9,20,55,25,,Experiment 1: Natural fallow,crop residue: Natural fallow,110.313696,,,,,0,1,0,fallow,fallow,0.226,0.226,0.051,12,8,84,1,110.313696,37,25,1291,1800
313,this study,"Millar, N; Ndufa, JK; Cadisch, G; Baggs, EM",Nitrous oxide emissions following incorporation of improved-fallow residues in the humid tropics,2004,SSA,"Nyabeda, Kenya",0.116666667,34.4,1800,Eutrodox OXISOL,1,5.9,20,55,25,,Experiment 2: Sesbania fallow,crop residue: Sesbania sesban,116.845428,,,,,0,1,0,fallow,fallow,0.425,0.425,0.069,12,8,61,1,116.845428,37,25,1291,1800
314,this study,"Millar, N; Ndufa, JK; Cadisch, G; Baggs, EM",Nitrous oxide emissions following incorporation of improved-fallow residues in the humid tropics,2004,SSA,"Nyabeda, Kenya",0.116666667,34.4,1800,Eutrodox OXISOL,1,5.9,20,55,25,,Experiment 2: Sesbania/Macroptilium fallow,crop residue: Sesbania/Macroptilium mix,104.507712,,,,,0,1,0,fallow,fallow,0.36,0.36,0.02,12,8,61,1,104.507712,37,25,1291,1800
