obs,source,auth,title,yr_pub,region,loc,lat_decimal,long_decimal,MAP_mm,soil_type,ox_ult,pH,clay_perc,silt_perc,sand_perc,bnf_input,trt_name,ferttype1,fert1_kgN_ha,ferttype2,fert2_kgN_ha,N_in_kg,org_Nfix_in,irrig_1_0,tropical,split_app,crop,crop_type,NO_kg_seas,NO_kg_seas_zero_rm,SE,approx_num_measurements,num_replicates,duration_d,pct_sand_0.05m_extract,pct_sand_combined,MAP_mm_global,MAP_mm_combined
1,this study,"Hickman, JE; Huang, YX; Wu, SL; Diru, W; Groffman, PM; Tully, KL; Palm, CA",Nonlinear response of nitric oxide fluxes to fertilizer inputs and the impacts of agricultural intensification on tropospheric ozone pollution in Kenya,2017,SSA,"Yala, Kenya ",0.1,34.51,1750,Oxisols ,1,6,35.2,12.4,52.2,,2011 0,diammonium phosphate,0,urea,0,0,0,0,1,1,maize,cereal,0.29,0.29,,38,4,68,,52.2,,1750
2,this study,"Hickman, JE; Huang, YX; Wu, SL; Diru, W; Groffman, PM; Tully, KL; Palm, CA",Nonlinear response of nitric oxide fluxes to fertilizer inputs and the impacts of agricultural intensification on tropospheric ozone pollution in Kenya,2017,SSA,"Yala, Kenya ",0.1,34.51,1750,Oxisols ,1,6,35.2,12.4,52.2,,2011 50,diammonium phosphate,16.66666667,urea,33.33333333,50,0,0,1,1,maize,cereal,0.47,0.47,,38,4,68,,52.2,,1750
3,this study,"Hickman, JE; Huang, YX; Wu, SL; Diru, W; Groffman, PM; Tully, KL; Palm, CA",Nonlinear response of nitric oxide fluxes to fertilizer inputs and the impacts of agricultural intensification on tropospheric ozone pollution in Kenya,2017,SSA,"Yala, Kenya ",0.1,34.51,1750,Oxisols ,1,6,35.2,12.4,52.2,,2011 75,diammonium phosphate,25,urea,50,75,0,0,1,1,maize,cereal,0.53,0.53,,38,4,68,,52.2,,1750
4,this study,"Hickman, JE; Huang, YX; Wu, SL; Diru, W; Groffman, PM; Tully, KL; Palm, CA",Nonlinear response of nitric oxide fluxes to fertilizer inputs and the impacts of agricultural intensification on tropospheric ozone pollution in Kenya,2017,SSA,"Yala, Kenya ",0.1,34.51,1750,Oxisols ,1,6,35.2,12.4,52.2,,2011 100,diammonium phosphate,33.33333333,urea,66.66666667,100,0,0,1,1,maize,cereal,0.51,0.51,,38,4,68,,52.2,,1750
5,this study,"Hickman, JE; Huang, YX; Wu, SL; Diru, W; Groffman, PM; Tully, KL; Palm, CA",Nonlinear response of nitric oxide fluxes to fertilizer inputs and the impacts of agricultural intensification on tropospheric ozone pollution in Kenya,2017,SSA,"Yala, Kenya ",0.1,34.51,1750,Oxisols ,1,6,35.2,12.4,52.2,,2011 150,diammonium phosphate,50,urea,100,150,0,0,1,1,maize,cereal,0.97,0.97,,38,4,68,,52.2,,1750
6,this study,"Hickman, JE; Huang, YX; Wu, SL; Diru, W; Groffman, PM; Tully, KL; Palm, CA",Nonlinear response of nitric oxide fluxes to fertilizer inputs and the impacts of agricultural intensification on tropospheric ozone pollution in Kenya,2017,SSA,"Yala, Kenya ",0.1,34.51,1750,Oxisols ,1,6,35.2,12.4,52.2,,2011 200,diammonium phosphate,66.66666667,urea,133.3333333,200,0,0,1,1,maize,cereal,0.89,0.89,,38,4,68,,52.2,,1750
7,this study,"Hickman, JE; Huang, YX; Wu, SL; Diru, W; Groffman, PM; Tully, KL; Palm, CA",Nonlinear response of nitric oxide fluxes to fertilizer inputs and the impacts of agricultural intensification on tropospheric ozone pollution in Kenya,2017,SSA,"Yala, Kenya ",0.1,34.51,1750,Oxisols ,1,6,35.2,12.4,52.2,,2012 0,diammonium phosphate,0,urea,0,0,0,0,1,1,maize,cereal,0.17,0.17,,38,4,58,,52.2,,1750
8,this study,"Hickman, JE; Huang, YX; Wu, SL; Diru, W; Groffman, PM; Tully, KL; Palm, CA",Nonlinear response of nitric oxide fluxes to fertilizer inputs and the impacts of agricultural intensification on tropospheric ozone pollution in Kenya,2017,SSA,"Yala, Kenya ",0.1,34.51,1750,Oxisols ,1,6,35.2,12.4,52.2,,2012 50,diammonium phosphate,16.66666667,urea,33.33333333,50,0,0,1,1,maize,cereal,0.19,0.19,,38,4,58,,52.2,,1750
9,this study,"Hickman, JE; Huang, YX; Wu, SL; Diru, W; Groffman, PM; Tully, KL; Palm, CA",Nonlinear response of nitric oxide fluxes to fertilizer inputs and the impacts of agricultural intensification on tropospheric ozone pollution in Kenya,2017,SSA,"Yala, Kenya ",0.1,34.51,1750,Oxisols ,1,6,35.2,12.4,52.2,,2012 75,diammonium phosphate,25,urea,50,75,0,0,1,1,maize,cereal,0.21,0.21,,38,4,58,,52.2,,1750
10,this study,"Hickman, JE; Huang, YX; Wu, SL; Diru, W; Groffman, PM; Tully, KL; Palm, CA",Nonlinear response of nitric oxide fluxes to fertilizer inputs and the impacts of agricultural intensification on tropospheric ozone pollution in Kenya,2017,SSA,"Yala, Kenya ",0.1,34.51,1750,Oxisols ,1,6,35.2,12.4,52.2,,2012 100,diammonium phosphate,33.33333333,urea,66.66666667,100,0,0,1,1,maize,cereal,0.33,0.33,,38,4,58,,52.2,,1750
11,this study,"Hickman, JE; Huang, YX; Wu, SL; Diru, W; Groffman, PM; Tully, KL; Palm, CA",Nonlinear response of nitric oxide fluxes to fertilizer inputs and the impacts of agricultural intensification on tropospheric ozone pollution in Kenya,2017,SSA,"Yala, Kenya ",0.1,34.51,1750,Oxisols ,1,6,35.2,12.4,52.2,,2012 150,diammonium phosphate,50,urea,100,150,0,0,1,1,maize,cereal,0.59,0.59,,38,4,58,,52.2,,1750
12,this study,"Hickman, JE; Huang, YX; Wu, SL; Diru, W; Groffman, PM; Tully, KL; Palm, CA",Nonlinear response of nitric oxide fluxes to fertilizer inputs and the impacts of agricultural intensification on tropospheric ozone pollution in Kenya,2017,SSA,"Yala, Kenya ",0.1,34.51,1750,Oxisols ,1,6,35.2,12.4,52.2,,2012 200,diammonium phosphate,66.66666667,urea,133.3333333,200,0,0,1,1,maize,cereal,0.59,0.59,,38,4,58,,52.2,,1750
13,this study,"Li, D.; Wang, Xinming","Nitric oxide emission from a typical vegetable field in the Pearl River Delta, China",2007,A,"Guagdong province, China",23.16666667,113.3833333,1938.2,lateritic red,1,6.22,,,,,FCC,compound fertilizer + manure + urea,317,,,317,1,1,1,0,Chinese cabbage,other,2.01,2.01,,19,3,50,44,,1860,1938.2
14,this study,"Li, D; Wang, XM","Nitric oxide emission from a typical vegetable field in the Pearl River Delta, China",2007,A,"Guangdong province, China",23.16666667,113.3833333,1938.2,lateritic red earth ,1,6.22,,,,,experimental,25 kg human excreta + 500 g urea + 2kg compound fertilizer,0.7445,25 kg human excreta + 400 g urea,0.3981,1.1426,1,1,1,0,Chinese cabbage,other,10.1,10.1,,19,3,365,44,,1860,1938.2
15,this study,"Marquina, S; Donoso, L; Perez, T; Gil, J; Sanhueza, E",Losses of NO and N2O emissions from Venezuelan and other worldwide tropical N-fertilized soils,2013,SCA,Venezuela,9.1,-66.63333333,,,,8,14,56,30,,experimental,ammonium,76,,46,122,0,0,1,0,maize,cereal,0.3172,0.3172,,57,8,57,46,30,1268,1268
16,this study,"Marquina, S; Donoso, L; Perez, T; Gil, J; Sanhueza, E",Losses of NO and N2O emissions from Venezuelan and other worldwide tropical N-fertilized soils,2013,SCA,Venezuela,8.883333333,-67.31666667,,,,5,13,16,71,,experimental; tillage 1994,ammonium ,60,,,60,0,0,1,0,sorghum,cereal,0.384,0.384,,66,9,66,51,71,1381,1381
17,this study,"Marquina, S; Donoso, L; Perez, T; Gil, J; Sanhueza, E",Losses of NO and N2O emissions from Venezuelan and other worldwide tropical N-fertilized soils,2013,SCA,Venezuela,9.1,-66.63333333,,,,8,14,56,30,,experimental,ammonium,76,,46,122,0,0,1,0,maize,cereal,0.4148,0.4148,,57,10,57,46,30,1268,1268
18,this study,"Marquina, S; Donoso, L; Perez, T; Gil, J; Sanhueza, E",Losses of NO and N2O emissions from Venezuelan and other worldwide tropical N-fertilized soils,2013,SCA,Venezuela,8.883333333,-67.31666667,,,,5,13,16,71,,experimental; tillage 1994,ammonium ,54,,,54,0,0,1,0,maize,cereal,0.5346,0.5346,,66,11,66,51,71,1381,1381
19,this study,"Marquina, S; Donoso, L; Perez, T; Gil, J; Sanhueza, E",Losses of NO and N2O emissions from Venezuelan and other worldwide tropical N-fertilized soils,2013,SCA,Venezuela,9.383333333,-66.63333333,,,,6,48,29,23,,experimental; tillage 1991,ammonium ,54,,46,100,0,0,1,0,maize,cereal,0.6,0.6,,38,12,38,36,23,1268,1268
20,this study,"Marquina, S; Donoso, L; Perez, T; Gil, J; Sanhueza, E",Losses of NO and N2O emissions from Venezuelan and other worldwide tropical N-fertilized soils,2013,SCA,Venezuela,9.383333333,-66.63333333,,,,6,48,29,23,,experimental; tillage 1994,ammonium,56,,58,114,0,0,1,0,maize,cereal,0.8208,0.8208,,60,13,60,36,23,1268,1268
21,this study,"Marquina, S; Donoso, L; Perez, T; Gil, J; Sanhueza, E",Losses of NO and N2O emissions from Venezuelan and other worldwide tropical N-fertilized soils,2013,SCA,Venezuela,8.883333333,-67.31666667,,,,5,13,16,71,,experimental; tillage 1992,ammonium ,60,urea ,70,130,0,0,1,1,sorghum,cereal,0.832,0.832,,74,14,74,51,71,1381,1381
22,this study,"Marquina, S; Donoso, L; Perez, T; Gil, J; Sanhueza, E",Losses of NO and N2O emissions from Venezuelan and other worldwide tropical N-fertilized soils,2013,SCA,Venezuela,8.883333333,-67.31666667,,,,5,13,16,71,,experimental; tillage 1992,ammonium ,58,urea ,70,128,0,0,1,0,maize,cereal,1.0112,1.0112,,74,15,74,51,71,1381,1381
23,this study,"Marquina, S; Donoso, L; Perez, T; Gil, J; Sanhueza, E",Losses of NO and N2O emissions from Venezuelan and other worldwide tropical N-fertilized soils,2013,SCA,Venezuela,8.883333333,-67.31666667,,,,5,13,16,71,,experimental; tillage 1991,ammonium ,173.6,urea ,,173.6,0,0,1,0,pasture,pasture,2.0832,2.0832,,50,16,50,51,71,1381,1381
24,this study,"Marquina, S; Donoso, L; Perez, T; Gil, J; Sanhueza, E",Losses of NO and N2O emissions from Venezuelan and other worldwide tropical N-fertilized soils,2013,SCA,Venezuela,8.883333333,-67.31666667,,,,5,13,16,71,,experimental; tillage 1991,ammonium ,56,urea ,70,126,0,0,1,0,maize,cereal,2.142,2.142,,50,17,50,51,71,1381,1381
25,this study,"Marquina, S; Donoso, L; Perez, T; Gil, J; Sanhueza, E",Losses of NO and N2O emissions from Venezuelan and other worldwide tropical N-fertilized soils,2013,SCA,Venezuela,9.383333333,-66.63333333,,,,6,48,29,23,,experimental; tillage 1992,ammonium ,65,urea,58,123,0,0,1,0,maize,cereal,2.583,2.583,,60,18,60,36,23,1268,1268
26,this study,"Marquina, S; Perez, T; Donoso, L; Giuliante, A; Rasse, R; Herrera, F","NO, N2O and CO2 soil emissions from Venezuelan corn fields under tillage and no-tillage agriculture",2015,SCA,Venezuela,9.1125,-69.03333333,,inceptisol,0,7.8,11,55,34,,tillage 2007,NPK/S,30,Urea,92,122,0,0,1,0,maize,cereal,2.628,2.628,,365,19,365,38,34,1693,1693
27,this study,"Marquina, S; Perez, T; Donoso, L; Giuliante, A; Rasse, R; Herrera, F","NO, N2O and CO2 soil emissions from Venezuelan corn fields under tillage and no-tillage agriculture",2015,SCA,Venezuela,10.1125,-69.03333333,,inceptisol,0,7.7,17,58,25,,no tillage 2007,NPK/S,30,Urea,92,122,0,0,1,0,maize,cereal,2.628,2.628,,365,20,365,47,25,1262,1262
28,this study,"Marquina, S; Perez, T; Donoso, L; Giuliante, A; Rasse, R; Herrera, F","NO, N2O and CO2 soil emissions from Venezuelan corn fields under tillage and no-tillage agriculture",2015,SCA,Venezuela,9.3925,-66.64166667,,vertisol,0,6,48,24,28,,no tillage 2006,"NPK/MgO, S",56,NH4NO3,58,114,0,0,1,0,maize,cereal,5.256,5.256,,365,21,365,33,28,1268,1268
29,this study,"Marquina, S; Perez, T; Donoso, L; Giuliante, A; Rasse, R; Herrera, F","NO, N2O and CO2 soil emissions from Venezuelan corn fields under tillage and no-tillage agriculture",2015,SCA,Venezuela,9.3925,-66.64166667,,vertisol,0,,45,37,18,,no tillage 2005,NPK,54,NH4NO3,46,100,0,0,1,0,maize,cereal,6.132,6.132,,365,22,365,33,18,1268,1268
30,this study,"Marquina, S; Perez, T; Donoso, L; Giuliante, A; Rasse, R; Herrera, F","NO, N2O and CO2 soil emissions from Venezuelan corn fields under tillage and no-tillage agriculture",2015,SCA,Venezuela,9.3925,-66.64166667,,vertisol,0,5.8,50,26,24,,tillage 2006,"NPK/MgO, S",65,NH4NO3,58,123,0,0,1,1,maize,cereal,16.644,16.644,,365,23,365,33,24,1268,1268
31,this study,"Meixner, FX; Fickinger, T; Marufu, L; Serca, D; Nathaus, FJ; Makina, E; Mukurumbira, L; Andreae, MO",Preliminary results on nitric oxide emission from a southern African savanna ecosystem,1997,SSA,"Marondera, Zimbabwe",-18.18333333,31.46666667,846,alfisol,0,5.42,,,,,unfertilized crop fields (groundnut),,0,,,0,1,1,1,0,groundnut,legume,0.88,0.88,,120,24,120,64,,769,846
32,this study,"Meixner, FX; Fickinger, T; Marufu, L; Serca, D; Nathaus, FJ; Makina, E; Mukurumbira, L; Andreae, MO",Preliminary results on nitric oxide emission from a southern African savanna ecosystem,1997,SSA,"Marondera, Zimbabwe",-18.18333333,31.46666667,846,alfisol,0,4.66,,,,,fertilized crop fields (maize),"8%N, 14% P2O5, 7%K2O, 6.5%SO4^-2",16,,,16,0,1,1,0,maize,cereal,1.53,1.53,,120,25,120,64,,769,846
33,this study,"Meixner, FX; Fickinger, T; Marufu, L; Serca, D; Nathaus, FJ; Makina, E; Mukurumbira, L; Andreae, MO",Preliminary results on nitric oxide emission from a southern African savanna ecosystem,1997,SSA,"Marondera, Zimbabwe",-18.18333333,31.46666667,846,alfisol,0,5.08,,,,,fallow,,0,,,0,0,0,1,0,Fallow,fallow,2.82,2.82,,120,26,120,64,64,769,846
34,this study,"Passianoto, CC; Ahrens, T; Feigl, BJ; Steudler, PA; do Carmo, JB; Melillo, JM","Emissions of CO(2), N(2)O, and NO in conventional and no-till management practices in Rondonia, Brazil",2003,SCA,"Rondonia, Brazil",-10.5,-62.5,,Ultisol,1,,,,,,control,,0,,,0,0,0,1,0,pasture,pasture,0.18,0.18,,28,4,180,57,57,1746,1746
35,this study,"Passianoto, CC; Ahrens, T; Feigl, BJ; Steudler, PA; do Carmo, JB; Melillo, JM","Emissions of CO(2), N(2)O, and NO in conventional and no-till management practices in Rondonia, Brazil",2003,SCA,"Rondonia, Brazil",-10.5,-62.5,2200,Ultisol,1,,,,,,no-tillage cashcrop/pasture,ammonium sulfate,33,,,33,0,0,1,0,rice,other,1.59,1.59,,28,4,180,57,,1746,2200
36,this study,"Passianoto, CC; Ahrens, T; Feigl, BJ; Steudler, PA; do Carmo, JB; Melillo, JM","Emissions of CO(2), N(2)O, and NO in conventional and no-till management practices in Rondonia, Brazil",2003,SCA,"Rondonia, Brazil",-10.5,-62.5,,Ultisol,1,,,,,,tillage,ammonium sulfate,42,,,42,0,0,1,0,pasture,pasture,2.13,2.13,,28,4,180,57,57,1746,1746
37,this study,"Perez, T; Romero, J; Sanhueza, E",Effect of conversion of natural grassland to cropland on nitric oxide emissions from Venezuelan savanna soils. A four-year monitoring study,2007,SCA,Venezuela,18.88333333,-70.31666667,1305,Sandy Loam,0,5,18.4,22,59.6,,sorghum 2,seeding/NPK fertilization,130,,,130,0,0,1,0,sorghum,cereal,0.8,0.8,0.8,210,6,105,39,59.6,1222,1305
38,this study,"Perez, T; Romero, J; Sanhueza, E",Effect of conversion of natural grassland to cropland on nitric oxide emissions from Venezuelan savanna soils. A four-year monitoring study,2007,SCA,Venezuela,19.88333333,-70.31666667,1305,Sandy Loam,0,4.6,18.4,22,59.6,,sorghum 4,seeding/NPK fertilization,130,,,130,0,0,1,0,sorghum,cereal,0.8,0.8,0.8,196,6,77,NA,59.6,1643,1305
39,this study,"Perez, T; Romero, J; Sanhueza, E",Effect of conversion of natural grassland to cropland on nitric oxide emissions from Venezuelan savanna soils. A four-year monitoring study,2007,SCA,Venezuela,8.883333333,-70.31666667,1305,Sandy Loam,0,5.1,18.4,22,59.6,,corn 2 ,seeding/NPK fertilization,128,,,128,0,0,1,0,maize,cereal,1,1,2.3,210,6,105,45,59.6,1615,1305
40,this study,"Perez, T; Romero, J; Sanhueza, E",Effect of conversion of natural grassland to cropland on nitric oxide emissions from Venezuelan savanna soils. A four-year monitoring study,2007,SCA,Venezuela,8.883333333,-70.31666667,1305,Sandy Loam,0,4.5,18.4,22,59.6,,corn 4 ,seeding/NPK fertilization,124,,,124,0,0,1,0,maize,cereal,1.2,1.2,1.6,196,6,77,45,59.6,1615,1305
41,this study,"Perez, T; Romero, J; Sanhueza, E",Effect of conversion of natural grassland to cropland on nitric oxide emissions from Venezuelan savanna soils. A four-year monitoring study,2007,SCA,Venezuela,8.883333333,-70.31666667,1305,Sandy Loam,0,4.8,18.4,22,59.6,,pasture 1,seeding/NPK fertilization,42,,,42,0,0,1,0,pasture,pasture,2.1,2.1,1.5,184.5,6,54,45,59.6,1615,1305
42,this study,"Perez, T; Romero, J; Sanhueza, E",Effect of conversion of natural grassland to cropland on nitric oxide emissions from Venezuelan savanna soils. A four-year monitoring study,2007,SCA,Venezuela,8.883333333,-70.31666667,1305,Sandy Loam,0,4.8,18.4,22,59.6,,corn 1 ,seeding/NPK fertilization,126,,,126,0,0,1,0,maize,cereal,2.2,2.2,1.5,184.5,6,54,45,59.6,1615,1305
43,this study,Veldkamp et. al.,Effects of pasture management on N2O and NO emissions from soils in the humid tropics of Costa Rica ,1998,SCA,Costa Rica,10.03333333,-84.91666667,3962,hapludand,0,,,,,,no tillage,,,,,0,0,0,1,0,pasture,pasture,2.33892,2.33892,,10,24,365,NA,,2529,3962
44,this study,Veldkamp et. al.,Effects of pasture management on N2O and NO emissions from soils in the humid tropics of Costa Rica ,1998,SCA,Costa Rica,10.03333333,-84.91666667,3962,hapludand,0,,,,,,no tillage,,,,,0,0,0,1,0,pasture,pasture,4.27488,4.27488,,10,24,365,NA,,2529,3962
45,this study,Veldkamp et. al.,Effects of pasture management on N2O and NO emissions from soils in the humid tropics of Costa Rica ,1998,SCA,Costa Rica,10.03333333,-84.91666667,3962,hapludand,0,,,,,,no tillage,ammonium nitrate,300,,,300,0,0,1,0,pasture,pasture,22.61832,22.61832,,10,24,365,NA,,2529,3962
46,this study,"Veldkamp, E; Keller, M",Nitrogen oxide emissions from a banana plantation in the humid tropics,1997,SCA,Costa Rica,10.41666667,-84,3962,Andisol,0,,,,,,,ammonium nitrate + potassium and magnesium salts,360.1,,,360.1,0,0,1,1,banana,tree crop,10.7,10.7,,10,24,365,39,,4583,3962
47,this study,"Weitz, A.M.; Keller, M.",Spatial and temporal variability of nitrogen oxide and methane fluxes from a fertilized tree plantation in Costa Rica,1999,SCA,Costa Rica (La Selva Biological Station),10.43333333,-84,3962,fluventic Eutropept,0,,,,,,spatio-temporal sampling,NPK,195,,,195,0,0,1,0,balsa ,tree crop,0.41,0.41,,9,36,39,NA,,NA,3962
48,this study,"Weitz, AM; Veldkamp, E; Keller, M; Neff, J; Crill, PM","Nitrous oxide, nitric oxide, and methane fluxes from soils following clearing and burning of tropical secondary forest",1998,SCA,Costa Rica,13.43333333,-87,3962,fluventic Eutropept,0,6,,,,,agriculture loam,none,,,,0,0,0,1,0,maize,cereal,1.16508,1.16508,,12,8,365,38,,1665,3962
49,this study,"Weitz, AM; Veldkamp, E; Keller, M; Neff, J; Crill, PM","Nitrous oxide, nitric oxide, and methane fluxes from soils following clearing and burning of tropical secondary forest",1998,SCA,Costa Rica,14.43333333,-87,3962,andic Dystropept,0,4.7,,,,,agriculture clay,none,,,,0,0,0,1,0,maize,cereal,4.818,4.818,,12,8,365,40,,1278,3962
50,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Anderson_and_Levine_(1987),,,,"Virginia, USA",36.016,140.11666,,,,,,,,,,,,,,0,,,0,,Maize/barley,cereal,0.53,0.53,,,,360,,,,
51,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Anderson_and_Levine_(1987),,,,"Virginia, USA",36.016,140.11666,,,,,,,,,,ACl,,,,98,,,0,,Soybean,legume,0.61,0.61,,,,370,,,,
52,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Anderson_and_Levine_(1987),,,,"Virginia, USA",36.016,140.11666,,,,,,,,,,ACl,,,,197,,,0,,Maize/barley,cereal,2.08,2.08,,,,360,,,,
53,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Aneja_et_al._(1995),,,,"North Caroli ARS, 14 miles SE of Raleigh, North Caroli, USA",35.771037,-78.569922,,,,,,,,,,AN,,,,21,,,0,,Soybean,legume,0.02,0.02,,,,13,,,,
54,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Aneja_et_al._(1995),,,,"North Caroli ARS, 14 miles SE of Raleigh, North Caroli, USA",35.771037,-78.569922,,,,,,,,,,Mix,,,,84,,,0,,Cotton,other,0.046,0.046,,,,13,,,,
55,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Aneja_et_al._(1995),,,,"North Caroli ARS, 14 miles SE of Raleigh, North Caroli, USA",35.771037,-78.569922,,,,,,,,,,Mix,,,,173,,,0,,Maize,cereal,0.097,0.097,,,,13,,,,
56,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Aneja_et_al._(1996),,,,"North Caroli ARS, 14 miles SE of Raleigh, North Caroli, USA",35.771037,-78.569922,,,,,,,,,,None,,,,0,,,0,,Soybean,legume,0.315,0.315,,,,365,,,,
57,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Aneja_et_al._(1996),,,,"North Caroli ARS, 14 miles SE of Raleigh, North Caroli, USA",35.771037,-78.569922,,,,,,,,,,Mix-ammonium based,,,,68,,,0,,Cotton,other,0.536,0.536,,,,365,,,,
58,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Aneja_et_al._(1996),,,,"North Caroli ARS, 14 miles SE of Raleigh, North Caroli, USA",35.771037,-78.569922,,,,,,,,,,Mix-ammonium based,,,,168,,,0,,Maize,cereal,2.208,2.208,,,,365,,,,
59,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Aneja_et_al._(1998),,,,"5 km W. of Oxford, N. Caroli, USA",36.2833,-78.616,,,,,,,,,,fert_nk,,,,70,,,0,,Tobacco,other,0.025,0.025,,,,7,,,,
60,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Aneja_et_al._(1998),,,,"5 km NE of Kinston, Granville County, N. Caroli, USA",35.7166,-76.7,,,,,,,,,,fert_nk,,,,190,,,0,,Maize,cereal,0.029,0.029,,,,6,,,,
61,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Aneja_et_al._(1998),,,,"10 km SW of Reidsville, N. Caroli, USA",36.383,-79.7,,,,,,,,,,fert_nk,,,,197,,,0,,Maize,cereal,0.066,0.066,,,,9,,,,
62,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Aneja_et_al._(1998),,,,"5 km NE of Kinston, Granville County, N. Caroli, USA",35.7166,-76.7,,,,,,,,,,,,,,0,,,0,,Soybean,legume,0.089,0.089,,,,5,,,,
63,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Civerolo_and_Dickerson_(1998),,,,"Wye Research and Education Center, Queenstown, Maryland",38.91199,-76.150607,,,,,,,,,,AN+U,,,,159,,,0,,Maize,cereal,0.005,0.005,,,,6,,,,
64,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Civerolo_and_Dickerson_(1998),,,,"Wye Research and Education Center, Queenstown, Maryland",38.91199,-76.150607,,,,,,,,,,AN+U,,,,159,,,0,,Maize,cereal,0.045,0.045,,,,6,,,,
